ID,date,DnInv,VC,Item,code,In,Out,Balance
127,7/9/2019,212,Parcelo,??? ??????? ????,66169,0,2000,300
128,7/9/2019,3,Melody,???? ??? 2???,51336,0,200,200
129,7/9/2019,3,Melody,???? ???? ??? 2 ???,51337,0,200,200
131,7/10/2019,9,Al Rawda ( Farok Saleh),??? ???? 210 ????,1001,20000,0,20000
132,7/10/2019,9,Al Rawda ( Farok Saleh),???? ????? ????? ?????,1002,10000,0,10000
133,7/10/2019,9,Al Rawda ( Farok Saleh),???? ????? ????? ?????,1003,5000,0,5000
134,7/10/2019,213,Rixos Sharm,???? ????? ????? ?????,1002,0,2000,8000
135,7/10/2019,213,Rixos Sharm,???? ????? ????? ?????,1003,0,3000,2000
136,7/13/2019,214,Belevader,??? ?????????? ???? 75 ??3,77251,0,5000,132000
137,7/13/2019,214,Belevader,????? ?????? ?????  96 ??,78153,0,6000,240000
138,7/13/2019,215,Aqua Park (Al batrous),??? ?????????? ???? 75 ??3,77251,0,30000,102000
139,7/13/2019,216,Fanara,??? ???? 210 ????,1001,0,2000,18000
140,7/13/2019,217,Mirabel,??? ?????????? ???? 75 ??3,77251,0,20000,82000
141,7/13/2019,218,Mirabel,???? ????? ????? ?????,1002,0,3000,5000
142,7/13/2019,219,Al Cazar,??? ???? 180 ??,66175,0,240,400
143,7/13/2019,220,Al Cazar,??? ???? 180 ??,66175,0,-220,140
144,7/17/2019,10,Medstar,??? ??????? ???? 300??3,67174,1200,0,3000
145,7/17/2019,10,Medstar,???? ?????? ???? 90 × 90 × 30 ??,54253,2000,0,2000
146,7/17/2019,10,Medstar,????? ???? 110 ??,70152,250000,0,740000
147,7/17/2019,10,Medstar,???? ???? ?????? ????,60331,5000,0,5000
148,7/17/2019,10,Medstar,??? ??????? ????,66169,3900,0,4200
149,7/17/2019,10,Medstar,???? ????,62154,26000,0,40000
150,7/13/2019,10,Medstar,??? ???? 180 ??,66175,600,-220,740
151,7/17/2019,10,Medstar,??? ???? ??? 200 ??3,59153,25000,0,25000
152,7/17/2019,10,Medstar,????? ???? ????? ????,62141,24000,0,60000
153,7/17/2019,10,Medstar,??? ?????????? ???? 75 ??3,77251,26000,0,108000
154,7/17/2019,10,Medstar,??? ???? 300 ??,66176,3600,0,4320
155,7/17/2019,221,Rehana Royal,??? ??????? ????,66169,0,1000,1200
156,7/17/2019,222,Mirabel,????? ???? 110 ??,70152,0,10000,730000
157,7/17/2019,223,Aeroangel,???? ???? ?????? ????,60331,0,5000,0
158,7/17/2019,224,Coral Sea imperial,???? ????? ????? ?????,1002,0,1000,4000
159,7/18/2019,225,Rixos Seagate,??? ???? ??? 200 ??3,59153,0,25000,0
160,7/21/2019,226,Mirabel,????? ???? 110 ??,70152,0,25000,705000
161,7/21/2019,227,Coral Sea Orintal,????? ?????? ?????  96 ??,78153,0,0,210000
162,7/21/2019,227,Coral Sea Orintal,??? ?????????? ???? 75 ??3,77251,0,0,88000
