"ID","date","DnInv","VC","Item","code","In","Out","Balance"
189,8/2/2019 0:00:00,245,"Grand Plaza","باول ساندي صغيره شفافه ","1002",0,1000,3000
190,8/2/2019 0:00:00,245,"Grand Plaza","باول ساندي كبيره شفافه ","1003",0,2000,0
191,8/2/2019 0:00:00,245,"Grand Plaza","باول شفاف مستطيله","1004",0,2000,-2000
192,8/2/2019 0:00:00,245,"Grand Plaza","باول شفاف موجه","1005",0,2500,-4500
193,8/2/2019 0:00:00,246,"Chamilion Aqua Park","كوب عصير 300 سم","66176",0,144,3360
194,8/2/2019 0:00:00,246,"Chamilion Aqua Park","طبق كلاس مسطح ","22763",0,150,66
195,8/2/2019 0:00:00,247,"Rixos Seagate","علبة ساندويتش فرنساوى شفاف 220 مم","73254",0,3000,3250
196,8/3/2019 0:00:00,250,"Coralsea Holiday Village","كوب عصير 300 سم","66176",0,1440,1920
197,8/3/2019 0:00:00,250,"Coralsea Splash","كوب عصير 300 سم","66176",0,480,1440
198,8/2/2019 0:00:00,4,"Ayman El Awamy","كوب عصير 300 سم","66176",0,480,960
199,8/2/2019 0:00:00,4,"Ayman El Awamy","كوب عصير 180 سم","66175",0,960,0
200,7/24/2019 0:00:00,11,"Al Rawda ( Farok Saleh)","باول شفاف موجه","1005",2500,0,0
201,7/24/2019 0:00:00,11,"Al Rawda ( Farok Saleh)","باول شفاف مستطيله","1004",2500,0,500
202,7/24/2019 0:00:00,11,"Al Rawda ( Farok Saleh)","باول ساندي صغيره شفافه ","1002",0,0,5500
203,7/24/2019 0:00:00,11,"Al Rawda ( Farok Saleh)","باول ساندي كبيره شفافه ","1003",2500,0,2500
204,8/3/2019 0:00:00,252,"Coral Sea imperial","ملعقة جيلاتى ألوان  96 مم","78153",0,27000,99000
205,8/3/2019 0:00:00,252,"Coral Sea imperial","ملعقة ستيك 110 مم","70152",0,5000,550000
206,8/3/2019 0:00:00,253,"Sunrise Arabian Beach","كوب عصير مارينا","66177",0,600,2220
207,8/3/2019 0:00:00,253,"Sunrise Arabian Beach","كوب عصير لايت  250 سم3","66171",0,144,864
208,8/4/2019 0:00:00,12,"Medstar","كوب ريفييرا صغير","66169",1800,0,2000
209,8/4/2019 0:00:00,12,"Medstar","سناك بوكس ايزيس بولمان ","60255",3400,0,3400
210,8/4/2019 0:00:00,12,"Medstar","سناك بوكس مدستار شفاف","60331",15000,0,15000
211,8/4/2019 0:00:00,12,"Medstar","كوب شفاف ايس 200 سم3","59153",25000,0,25000
212,8/4/2019 0:00:00,12,"Medstar","كوب عصير 300 سم","66176",7200,0,8160
213,8/4/2019 0:00:00,12,"Medstar","كوب عصير 180 سم","66175",3000,0,3000
214,8/4/2019 0:00:00,12,"Medstar","كوب جراند مدستار","77153",1800,0,1800
215,8/4/2019 0:00:00,12,"Medstar","باول فاكيوم أبيض 90 × 90 × 30 مم","54253",5000,0,7000
216,8/4/2019 0:00:00,12,"Medstar","كوب لوليتــــا توين 75 سم3","77251",25000,0,26000
217,8/4/2019 0:00:00,12,"Medstar","كوب لوليتــــا توين 75 سم3","77251",225000,0,251000
218,8/4/2019 0:00:00,12,"Medstar","ملعقة جيلاتى ألوان  96 مم","78153",150000,0,249000
219,8/4/2019 0:00:00,12,"Medstar","ملعقة ستيك 110 مم","70152",250000,0,800000
220,8/4/2019 0:00:00,12,"Medstar","كوب إليجانت شفاف 300سم3","67174",1500,0,2100
221,8/4/2019 0:00:00,12,"Medstar","يد خشب عاده","78313",200,0,204
222,8/4/2019 0:00:00,12,"Medstar","مساحه الشبح 60سم","8156",100,0,102
223,8/4/2019 0:00:00,12,"Medstar","مساحه ماستر40سم","8158",60,0,120
224,8/4/2019 0:00:00,12,"Medstar","طبق كلاس مسطح ","22763",420,0,486
225,8/4/2019 0:00:00,5,"Ayman El Awamy","كوب عصير 300 سم","66176",0,960,7200
226,8/4/2019 0:00:00,5,"Ayman El Awamy","كوب عصير 180 سم","66175",0,1200,1800
227,8/4/2019 0:00:00,6,"Melody"," علبه ويف 1 عين","51360",0,200,0
228,8/4/2019 0:00:00,6,"Melody","غطاء علبه ويف 1 عين","51364",0,200,0
229,8/4/2019 0:00:00,6,"Melody","علبة ويف 2عين","51336",0,200,0
230,8/4/2019 0:00:00,6,"Melody","غطاء علبه ويف 2 عين","51337",0,200,0
231,8/4/2019 0:00:00,254,"Rixos Seagate","كوب شفاف ايس 200 سم3","59153",0,25000,0
232,8/5/2019 0:00:00,255,"Coralsea Holiday Village","كوب عصير 300 سم","66176",0,2160,5040
233,8/5/2019 0:00:00,256,"Rehana Sharm","ملعقة ستيك 110 مم","70152",0,75000,725000
234,8/5/2019 0:00:00,256,"Rehana Sharm","يد خشب عاده","78313",0,202,2
235,8/5/2019 0:00:00,256,"Rehana Sharm","كوب ريفييرا صغير","66169",0,1500,500
236,8/5/2019 0:00:00,256,"Rehana Sharm","مساحه الشبح 60سم","8156",0,102,0
237,8/5/2019 0:00:00,257,"Rehana Royal","كوب عصير 200","66168",0,400,1200
238,8/5/2019 0:00:00,257,"Rehana Royal","كوب إليجانت شفاف 300سم3","67174",0,780,1320
239,8/5/2019 0:00:00,257,"Rehana Royal","كوب ريفييرا صغير","66169",0,500,0
240,8/5/2019 0:00:00,257,"Rehana Royal","ملعقة ستار كبيرة ابيض","62144",0,10000,30000
241,8/5/2019 0:00:00,259,"Fayrouz","كوب جراند مدستار","77153",0,1800,0
242,8/5/2019 0:00:00,260,"Sharm Dreams","كوب إليجانت شفاف 300سم3","67174",0,300,1020
243,8/5/2019 0:00:00,261,"Aqua Park (Al batrous)","كوب لوليتــــا توين 75 سم3","77251",0,25000,226000
244,8/5/2019 0:00:00,262,"Alflelawelala","كوب لوليتــــا توين 75 سم3","77251",0,25000,201000
245,8/5/2019 0:00:00,263,"Blue Bay","كوب عصير 300 سم","66176",0,2544,2496
246,8/5/2019 0:00:00,264,"Coral Sea Orintal","كوب لوليتــــا توين 75 سم3","77251",0,20000,181000
247,8/5/2019 0:00:00,265,"Mirabel","كوب لوليتــــا توين 75 سم3","77251",0,0,180990
248,8/5/2019 0:00:00,265,"Mirabel","ملعقة ستيك 110 مم","70152",0,50000,675000
249,8/5/2019 0:00:00,265,"Mirabel","ملعقة جيلاتى ألوان  96 مم","78153",0,48000,201000
250,8/5/2019 0:00:00,266,"Parrotel Beach","كوب لوليتــــا توين 75 سم3","77251",0,15000,165990
251,8/5/2019 0:00:00,266,"Parrotel Beach","كوب عصير مارينا","66177",0,360,1860
252,8/5/2019 0:00:00,266,"Parrotel Beach","شوكه ستار","62154",0,4000,36000
253,8/5/2019 0:00:00,266,"Parrotel Beach","ملعقة جيلاتى ألوان  96 مم","78153",0,18000,183000
254,8/5/2019 0:00:00,267,"Parrotel Aqua Park","كوب لوليتــــا توين 75 سم3","77251",0,5000,160990
255,8/5/2019 0:00:00,267,"Parrotel Aqua Park","ملعقة جيلاتى ألوان  96 مم","78153",0,45000,138000
256,8/5/2019 0:00:00,265,"Mirabel","كوب لوليتــــا توين 75 سم3","77251",0,10000,150990
257,8/6/2019 0:00:00,13,"Medstar","يد خشب عاده","78313",400,0,402
258,8/6/2019 0:00:00,13,"Medstar","فرشه هارموني كبيره ناعمه","8081",120,0,120
259,8/6/2019 0:00:00,13,"Medstar","مساحه الشبح 60سم","8156",20,0,20
260,8/6/2019 0:00:00,13,"Medstar","لانش بوكس الشرق شفاف","60272",3000,0,3500
261,8/6/2019 0:00:00,13,"Medstar","غطاء علبه ويف 1 عين","51364",400,0,400
262,8/6/2019 0:00:00,13,"Medstar"," علبه ويف 1 عين","51360",400,0,400
263,8/6/2019 0:00:00,13,"Medstar","كوب ريفييرا صغير","66169",2700,0,2700
264,8/6/2019 0:00:00,13,"Medstar","كوب عصير 300 سم","66176",1200,0,3696
265,8/6/2019 0:00:00,13,"Medstar","كوب عصير مارينا","66177",1440,0,3300
266,8/6/2019 0:00:00,268,"Parcelo","كوب عصير مارينا","66177",0,1800,1500
267,8/6/2019 0:00:00,268,"Parcelo","كوب ريفييرا صغير","66169",0,1500,1200
268,8/7/2019 0:00:00,269,"Rehana Sharm","فرشه هارموني كبيره ناعمه","8081",0,108,12
269,8/7/2019 0:00:00,269,"Rehana Sharm","يد خشب عاده","78313",0,214,188
270,8/7/2019 0:00:00,269,"Rehana Sharm","كوب ريفييرا صغير","66169",0,500,700
271,8/7/2019 0:00:00,269,"Rehana Sharm","مساحه الشبح 60سم","8156",0,6,14
272,8/7/2019 0:00:00,270,"Al Cazar","لانش بوكس الشرق شفاف","60272",0,3000,500
273,8/7/2019 0:00:00,271,"Aeroangel","سناك بوكس مدستار شفاف","60331",0,15000,0
274,8/7/2019 0:00:00,271,"Aeroangel","باول فاكيوم أبيض 90 × 90 × 30 مم","54253",0,7000,0
275,8/7/2019 0:00:00,271,"Aeroangel","ملعقة ستار صغيرة ابيض","62141",0,8000,48000
276,8/22/2019 0:00:00,272,"Magic Life","كوب إليجانت شفاف 300سم3","67174",0,600,420
277,8/22/2019 0:00:00,273,"Parrotel Aqua Park","كوب لوليتــــا توين 75 سم3","77251",0,10000,141000
278,8/22/2019 0:00:00,274,"Tamra Beach","كوب عصير 180 سم","66175",0,120,1680
279,8/22/2019 0:00:00,275,"Sunrise Arabian Beach","كوب عصير مارينا","66177",0,600,900
280,8/22/2019 0:00:00,276,"Coral Sea Orintal","كوب لوليتــــا توين 75 سم3","77251",0,30000,111000
281,8/22/2019 0:00:00,276,"Coral Sea Orintal","ملعقة جيلاتى ألوان  96 مم","78153",0,30000,108000
282,8/22/2019 0:00:00,277,"Coral Sea imperial","باول ساندي صغيره شفافه ","1002",0,1000,2000
283,8/22/2019 0:00:00,278,"Grand Plaza","ملعقة ستيك 110 مم","70152",0,25000,650000
284,8/24/2019 0:00:00,279,"Island View","كوب إليجانت شفاف 300سم3","67174",0,300,120
285,8/24/2019 0:00:00,280,"Belevader","كوب لوليتــــا توين 75 سم3","77251",0,10000,101000
286,8/24/2019 0:00:00,280,"Belevader","ملعقة جيلاتى ألوان  96 مم","78153",0,9000,99000
287,8/26/2019 0:00:00,14,"Al Rawda ( Farok Saleh)","","1003",2500,0,5000
288,8/26/2019 0:00:00,14,"Al Rawda ( Farok Saleh)","","1003",0,0,5000
289,8/26/2019 0:00:00,14,"Al Rawda ( Farok Saleh)","باول ساندي كبيره شفافه ","1003",2500,0,7500
290,8/26/2019 0:00:00,14,"Al Rawda ( Farok Saleh)","باول ساندي صغيره شفافه ","1002",5000,0,7000
291,8/27/2019 0:00:00,281,"Rixos Sharm","باول ساندي صغيره شفافه ","1002",0,6000,1000
